0,1.2513436,9.333333
1,1.0135999,12
2,0.8358656,10.666667
3,0.7468047,9.166667
4,0.6932866,8.666667
5,0.65826434,7.8888884
6,0.6324042,8.190476
7,0.6126978,8.833333
8,0.5973,9.037037
9,0.5848847,9.333333
10,0.574745,9.454545
11,0.5654866,10.111112
12,0.5583952,10.769231
13,0.55178523,11.238095
14,0.54680717,11.422222
15,0.54195535,11.291666
16,0.53761476,11.725491
17,0.53355634,12
18,0.5299299,12.280702
19,0.5268453,12.6
20,0.5237831,12.793652
21,0.52074456,13.515152
22,0.51823336,13.826087
23,0.51572824,14.222222
24,0.5133426,14.8533325
25,0.51124245,14.615385
26,0.508683,15.308642
27,0.5067561,15.54762
28,0.5047631,15.793103
29,0.50288886,15.911111
30,0.5011631,16.430109
31,0.4997997,16.9375
32,0.49824336,17.19192
33,0.49683306,17.27451
34,0.49523857,17.847618
35,0.49432546,17.796295
36,0.4930271,17.891891
37,0.49186948,17.807016
38,0.49064082,18.017094
39,0.48932174,18.4
40,0.488001,18.764227
41,0.4867758,19.063492
42,0.48555195,19.271317
43,0.48421732,19.575758
44,0.48292187,19.807407
45,0.4814956,19.927536
46,0.48037803,20.12766
47,0.47899538,20.430555
48,0.4777608,20.680273
49,0.476637,20.946667
50,0.47513655,21.490196
51,0.4738243,21.730768
52,0.47268307,22.125786
53,0.47137594,22.407408
54,0.47032842,22.703032
55,0.4690902,22.880953
56,0.46829835,23.005848
57,0.4674669,23.08046
58,0.46700388,23.129944
59,0.46636242,23.311111
60,0.46520218,23.650274
61,0.46403715,23.849463
62,0.46327418,24.063492
63,0.46251133,24.229168
64,0.46113032,24.564102
65,0.46005577,24.757576
66,0.45911434,24.945274
67,0.45787257,25.401962
68,0.45686567,25.623188
69,0.4557448,25.809523
70,0.45501128,25.906103
71,0.45406562,26.055557
72,0.4528936,26.255709
73,0.45167816,26.45946
74,0.45051143,26.835554
75,0.4494583,27.210527
76,0.44827086,27.376621
77,0.44732362,27.529913
78,0.44635898,27.746836
79,0.4453192,28.066668
80,0.44443882,28.255144
81,0.44340807,28.512196
82,0.44253954,28.618473
83,0.4416064,28.873014
84,0.44078082,29.07451
85,0.43975696,29.217056
86,0.4387625,29.417625
87,0.43763927,29.689396
88,0.43643895,29.992508
89,0.4354152,30.303705
90,0.43420023,30.542124
91,0.43298587,30.833334
92,0.43183756,31.146952
93,0.43117046,31.32624
94,0.43031925,31.54386
95,0.42923728,31.743055
96,0.42823225,31.938145
97,0.4276987,32.013603
98,0.4268065,32.23569
99,0.42576683,32.473335
100,0.42456847,32.772274
101,0.42367005,33
102,0.4228344,33.184467
103,0.4220309,33.326923
104,0.4212036,33.460316
105,0.4203456,33.698112
106,0.41975084,33.806854
107,0.41886848,33.962963
108,0.41803145,34.171253
109,0.41677257,34.478786
110,0.41592994,34.684685
111,0.41522163,34.791668
112,0.4143901,34.97345
113,0.4133263,35.19298
114,0.41232753,35.46087
115,0.41146567,35.68391
116,0.4108813,35.823364
117,0.40988532,36.07345
118,0.40897763,36.308125
119,0.40797597,36.57222
120,0.4071548,36.78788
121,0.40626687,37.01093
122,0.4053554,37.246613
123,0.40443945,37.45699
124,0.4036606,37.61067
125,0.40288457,37.719578
126,0.40196362,37.93176
127,0.4010594,38.15625
128,0.40024462,38.335915
129,0.39955053,38.471794
130,0.3988356,38.64122
131,0.3979409,38.79798
132,0.39710146,38.997494
133,0.3962044,39.199005
134,0.39547738,39.362965
135,0.39466745,39.568626
136,0.39383155,39.742092
137,0.39300767,39.917873
138,0.39227125,40.091125
139,0.39142895,40.271427
140,0.39068785,40.43499
141,0.38991445,40.56338
142,0.3889881,40.731934
143,0.38828093,40.86111
144,0.38762936,40.95632
145,0.38671622,41.127853
146,0.38593036,41.301586
147,0.38507327,41.477478
148,0.38422197,41.673378
149,0.3833862,41.844444
150,0.38266557,41.991173
151,0.38204655,42.114033
152,0.38122642,42.283226
153,0.3804226,42.45022
154,0.37944654,42.63656
155,0.3788404,42.756413
156,0.37818795,42.87898
157,0.37751356,43.033756
158,0.37701306,43.119495
